_id.lang,_id.totalViews,value
"bg",-42.0,"%D0%98%D0%B2%D0%B0%D0%B9%D0%BB%D0%BE_%D0%9A%D1%80%D0%B0%D0%B9%D1%87%D0%BE%D0%B2%D1%81%D0%BA%D0%B8"
"bg",-41.0,"%D0%9C%D0%B0%D0%BB%D0%B8%D0%BD%D0%B0"
"bg",-38.0,"%D0%94%D0%B6%D0%B5%D0%BD%D0%B0_(%D0%BF%D0%B5%D0%B2%D0%B8%D1%86%D0%B0)"
"bg",-37.0,"%D0%A7%D0%B0%D1%81%D0%BE%D0%B2%D0%B0_%D0%B7%D0%BE%D0%BD%D0%B0"
"bg",-36.0,"%D0%9C%D0%B0%D0%BA%D0%BE%D0%BB%D0%B8_%D0%9A%D1%8A%D0%BB%D0%BA%D0%B8%D0%BD"
"bg",-35.0,"%D0%94%D1%80%D0%B0%D0%B3%D0%B0%D0%BD%D0%B0_%D0%9C%D0%B8%D1%80%D0%BA%D0%BE%D0%B2%D0%B8%D1%87"
"bg",-34.0,"%D0%97%D0%BB%D0%B0%D1%82%D0%BD%D0%B0_%D1%82%D0%BE%D0%BF%D0%BA%D0%B0_%D0%BD%D0%B0_%D0%A4%D1%80%D0%B0%D0%BD%D1%81_%D0%A4%D1%83%D1%82%D0%B1%D0%BE%D0%BB"
"bg",-33.0,"%D0%9A%D0%B8%D1%87%D0%BA%D0%B0_%D0%91%D0%BE%D0%B4%D1%83%D1%80%D0%BE%D0%B2%D0%B0"
"bg",-32.0,"%D0%90%D0%91%D0%91%D0%90"
"bg",-30.0,"%D0%A0%D1%83%D1%81%D0%B8%D1%8F"
"bg",-29.0,"%D0%95%D0%BB%D0%B8%D1%86%D0%B0_%D0%A2%D0%BE%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B0"
"bg",-28.0,"%D0%A1%D0%BE%D1%84%D0%B8%D1%8F_%D0%A0%D0%BE%D1%82%D0%B0%D1%80%D1%83"
"bg",-27.0,"%D0%90%D0%B5%D1%80%D0%BE%D1%81%D0%BC%D0%B8%D1%82"
"bg",-26.0,"%D0%A1%D0%BE%D0%BB%D0%BE%D0%BC%D0%BE%D0%BD_%D0%9F%D0%B0%D1%81%D0%B8"
"bg",-25.0,"%D0%92%D0%B0%D1%81%D0%B8%D0%BB_%D0%9D%D0%B0%D0%B9%D0%B4%D0%B5%D0%BD%D0%BE%D0%B2"
"bg",-24.0,"%D0%99%D0%BE%D1%80%D0%B4%D0%B0%D0%BD_%D0%99%D0%BE%D0%BD%D1%87%D0%B5%D0%B2"
"bg",-23.0,"%D0%90%D0%B7%D0%B8%D1%81"
"bg",-22.0,"%D0%9A%D0%B8%D1%82%D0%B0%D0%B9%D1%81%D0%BA%D0%B8_%D0%BA%D0%B0%D0%BB%D0%B5%D0%BD%D0%B4%D0%B0%D1%80"
"bg",-21.0,"%D0%92%D0%B5%D1%81%D0%B5%D0%BB%D0%B0_%D0%9A%D0%BE%D0%BB%D0%B5%D0%B4%D0%B0_%D0%B8_%D1%87%D0%B5%D1%81%D1%82%D0%B8%D1%82%D0%B0_%D0%9D%D0%BE%D0%B2%D0%B0_%D0%93%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0!"
"bg",-20.0,"%D0%90%D0%B4%D0%BE%D0%BB%D1%84_%D0%A5%D0%B8%D1%82%D0%BB%D0%B5%D1%80"
"bg",-19.0,"%D0%A0%D0%B0%D0%B7%D0%B2%D0%B8%D0%B3%D0%BE%D1%80_%D0%9F%D0%BE%D0%BF%D0%BE%D0%B2"
"bg",-18.0,"%D0%A1%D0%B5%D0%BB%D0%B5%D0%BD%D0%B0_%D0%93%D0%BE%D0%BC%D0%B5%D1%81"
"bg",-16.0,"%D0%91%D0%B8%D0%B9%D1%82%D1%8A%D0%BB%D1%81"
"bg",-15.0,"%D0%90%D0%BD%D0%B4%D0%B6%D0%B5%D0%BB%D0%B8%D0%BD%D0%B0_%D0%94%D0%B6%D0%BE%D0%BB%D0%B8"
"bg",-14.0,"%D0%90%D0%BB%D0%BB%D0%B0_%D0%9F%D1%83%D0%B3%D0%B0%D1%87%D0%BE%D0%B2%D0%B0"
"bg",-13.0,"%D0%90%D0%BD%D0%B3%D0%BB%D0%B8%D1%8F"
"bg",-12.0,"%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%8A%D1%80_%D0%A1%D0%B0%D0%BD%D0%BE"
"bg",-11.0,"%D0%90%D0%BB%D0%B1%D0%B8%D0%B3%D0%BE%D0%B9%D1%81%D0%BA%D0%B8_%D0%BA%D1%80%D1%8A%D1%81%D1%82%D0%BE%D0%BD%D0%BE%D1%81%D0%B5%D0%BD_%D0%BF%D0%BE%D1%85%D0%BE%D0%B4"
"bg",-10.0,"%D0%90%D0%B3%D0%BD%D0%B5%D1%82%D0%B0_%D0%A4%D0%B5%D0%BB%D1%82%D1%81%D0%BA%D1%83%D0%B3"
"bg",-9.0,"%D0%90%D0%BB%D0%B8%D1%81%D0%B8%D1%8F"
"bg",-8.0,"%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%8A%D1%80_%D0%9C%D0%B0%D0%BA%D0%B5%D0%B4%D0%BE%D0%BD%D1%81%D0%BA%D0%B8"
"bg",-7.0,"%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%8A%D1%80"
"bg",-6.0,"%D0%90%D0%B1%D1%83_%D0%94%D0%B0%D0%B1%D0%B8"
"bg",-5.0,"%D0%90%D0%B9%D1%82%D0%BE%D1%81"
"bg",-4.0,"%D0%90%D0%9A-47"
"bg",-3.0,"%C3%90"
"bg",-2.0,"%D0%90%D0%9A-74"
"bg",-1.0,"%20%D0%B4%D0%B2%D1%83%D1%81%D1%82%D0%B0%D0%B9%D0%BD%D0%B8"
"bh",-3.0,"%E0%A4%A6%E0%A4%BF%E0%A4%B8%E0%A4%AE%E0%A5%8D%E0%A4%AC%E0%A4%B0"
"bh",-2.0,"%E0%A4%87%E0%A4%82%E0%A4%9F%E0%A4%B0%E0%A4%A8%E0%A5%87%E0%A4%9F"
"bh",-1.0,"%20%E0%A4%88"
"bi",-3.0,"Ireland"
"bi",-2.0,"Asia"
"bi",-1.0,"Animol"
"bjn",-28.0,"Tungkaran_Tatambaian"
"bjn",-5.0,"bjn"
"bjn",-3.0,"13_Disimbir"
"bjn",-2.0,"10_Disimbir"
"bjn",-1.0,"10"
"bm",-4.0,"Bamanankan"
"bm",-3.0,"Balanzan"
"bm",-2.0,"Arawakan"
"bm",-1.0,"%C6%86nsiklopedi"
"bn",-95.0,"bn"
"bn",-21.0,"%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A7%E0%A6%BE%E0%A6%A8_%E0%A6%AA%E0%A6%BE%E0%A6%A4%E0%A6%BE"
"bn",-8.0,"%E0%A6%95%E0%A6%BF%E0%A6%AE_%E0%A6%9C%E0%A6%82_%E0%A6%87%E0%A6%B2"
"bn",-5.0,"%E0%A6%B8%E0%A6%AE%E0%A6%95%E0%A6%BE%E0%A6%AE%E0%A7%80"
"bn",-4.0,"%E0%A6%85%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9E%E0%A7%8D%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BF%E0%A6%A8%E0%A6%BE_%E0%A6%9C%E0%A7%8B%E0%A6%B2%E0%A6%BF"
"bn",-3.0,"%E0%A6%A1%E0%A6%BF%E0%A6%B8%E0%A7%87%E0%A6%AE%E0%A7%8D%E0%A6%AC%E0%A6%B0_%E0%A7%A7%E0%A7%A7"
"bn",-2.0,"%C3%A0%C2%A6%C2%B9%C3%A0%C2%A7%C3%AF%C2%BF%C2%BD%C3%A0%C2%A7%C3%AF%C2%BF%C2%BD%C3%A0%C2%A6%C2%AA%C3%A0%C2%A6%C2%BF%C3%A0%C2%A6%C2%A3%C3%A0%C2%A7%C2%8D%C3%A0%C2%A6%C2%A1"
"bn",-1.0,"%2525E0%2525A6%2525AD%2525E0%2525A6%2525BE%2525E0%2525A6%2525B7%2525E0%2525A6%2525BE_%2525E0%2525A6%252593_%2525E0%2525A6%2525AD%2525E0%2525A6%2525BE%2525E0%2525A6%2525B7%2525E0%2525A6%2525BE%2525E0%2525A6%2525AC%2525E0%2525A6%2525BF%2525E0%2525A6%25259C%2525E0%2525A7%25258D%2525E0%2525A6%25259E%2525E0%2525A6%2525BE%2525E0%2525A6%2525A8_%2525E0%2525A6%2525AA%2525E0%2525A6%2525B0%2525E0%2525A6%2525BF%2525E0%2525A6%2525AD%2525E0%2525A6%2525BE%2525E0%2525A6%2525B7%2525E0%2525A6%2525BE"
"bo",-14.0,"bo"
"bo",-6.0,"%E0%BD%82%E0%BD%99%E0%BD%BC%E0%BC%8B%E0%BD%84%E0%BD%BC%E0%BD%A6%E0%BC%8D"
"bo",-3.0,"%E0%BD%9D%E0%BD%BA%E0%BC%8B%E0%BD%93%E0%BD%BA%E0%BC%8B%E0%BD%9F%E0%BD%B4%E0%BD%A0%E0%BD%BA%E0%BC%8B%E0%BD%A3%E0%BC%8D"
"bo",-2.0,"%E0%BC%A2%E0%BC%A1%E0%BC%A8BC"
"bo",-1.0,"%25E0%25BD%259D%25E0%25BD%25BA%25E0%25BC%258B%25E0%25BD%25A2%25E0%25BD%25BC%25E0%25BC%258B%25E0%25BD%2593%25E0%25BD%25B2%25E0%25BD%2582%25E0%25BC%258B%25E0%25BD%2585%25E0%25BC%258B%25E0%25BD%2593%25E0%25BD%25BC%25E0%25BC%258D"
"bpy",-13.0,"%E0%A6%AA%E0%A6%AF%E0%A6%BC%E0%A6%B2%E0%A6%BE_%E0%A6%AA%E0%A6%BE%E0%A6%A4%E0%A6%BE"
"bpy",-5.0,"bpy"
"bpy",-2.0,"%E0%A6%86%E0%A6%AC%E0%A6%BE%E0%A6%9F%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE"
"bpy",-1.0,"%E0%A6%85%E0%A6%95%E0%A7%8D%E0%A6%9F%E0%A7%8B%E0%A6%AC%E0%A6%B0_%E0%A7%A7%E0%A7%A9"
"br",-88.0,"br"
"br",-23.0,"Degemer"
"br",-9.0,"Kim_Jong-il"
"br",-6.0,"Abbasided"
"br",-5.0,"Lammo%C3%B9-dour_ar_bed"
"br",-4.0,"10_Kerzu"
"br",-3.0,"13_Kerzu"
"br",-2.0,"%C3%89velyne_Brisou-Pellen"
"br",-1.0,"%C3%86%C3%B0elred_I_Kent"
"bs",-224.0,"bs"
"bs",-118.0,"Zorica_Kond%C5%BEa"
"bs",-93.0,"Dino_Merlin"
"bs",-80.0,"Nik%C5%A1a_Brato%C5%A1"
"bs",-60.0,"Mila_Elegovi%C4%87"
"bs",-59.0,"Danijela_Martinovi%C4%87"
"bs",-53.0,"Po%C4%8Detna_strana"
"bs",-51.0,"Lepa_Brena"
"bs",-39.0,"Neda_Ukraden"
"bs",-37.0,"Kemal_Monteno"
"bs",-21.0,"Gregorijanski_kalendar"
"bs",-19.0,"Spisak_pozivnih_brojeva_dr%C5%BEava"
"bs",-17.0,"Halid_Be%C5%A1li%C4%87"
"bs",-14.0,"DJ_Krmak"
"bs",-13.0,"Zdravko_%C4%8Coli%C4%87"
"bs",-12.0,"Tereza_Kesovija"
"bs",-9.0,"Splitski_festival"
"bs",-8.0,"Bosna_i_Hercegovina"
"bs",-7.0,"%C5%A0aban_%C5%A0auli%C4%87"
"bs",-6.0,"Bitange_i_princeze"
"bs",-5.0,"Banja_Luka"
"bs",-4.0,"%C5%A0emsa_Suljakovi%C4%87"
"bs",-3.0,"%C4%86irilica"
"bs",-2.0,"%C4%90or%C4%91e_od_Danske"
"bs",-1.0,"%C4%86elija"
"bug",-7.0,"Halaman_Utama"
"bug",-4.0,"bug"
"bug",-2.0,"Brasparts"
"bug",-1.0,"%C3%89parcy"
"bxr",-4.0,"%D0%9D%D1%8E%D1%83%D1%80_%D1%85%D1%83%D1%83%D0%B4%D0%B0%D2%BB%D0%B0%D0%BD"
"bxr",-3.0,"B"
"bxr",-1.0,"%D0%91%D1%83%D1%80%D1%8F%D0%B0%D0%B4_%D1%85%D1%8D%D0%BB%D1%8D%D0%BD"
"ca",-1002.0,"ca"
"ca",-186.0,"Portada"
"ca",-49.0,"Cap_d%27any"
"ca",-30.0,"M%C3%A0gic_Andreu"
"ca",-29.0,"Laura_Pausini"
"ca",-26.0,"%C3%80ngel_Casas_i_Mas"
"ca",-23.0,"Ana_Torroja"
"ca",-22.0,"Josep_Maria_Bachs_i_Torner"
"ca",-21.0,"Alaska"
"ca",-18.0,"Constantino_Romero"
"ca",-16.0,"Comarques_de_Catalunya"
"ca",-15.0,"Ample_de_via"
"ca",-14.0,"2012"
"ca",-12.0,"Educaci%C3%B3_f%C3%ADsica"
"ca",-11.0,"Val%C3%A8ncia"
"ca",-10.0,"Home_dels_nassos"
"ca",-9.0,"Francesc_Gil_Gandia"
"ca",-8.0,"Comtat_de_Forcalquier"
"ca",-7.0,"Guerres_baussenques"
"ca",-6.0,"Alins"
"ca",-5.0,"%C3%80rab"
"ca",-4.0,"%C3%80nec_mut"
"ca",-3.0,"%C3%80frica"
"ca",-2.0,"%C3%80cid_cl%C3%B2ric"
"ca",-1.0,"%27s-Hertogenbosch"
"cbk-zam",-4.0,"El_Primero_Pagina"
"cbk-zam",-2.0,"1868"
"cbk-zam",-1.0,"(after)_Herman_Saftleven"
"cdo",-4.0,"S%C3%A9ng-d%C3%A1ng-c%C3%A1ik"
"cdo",-3.0,"G%C5%ADi"
"cdo",-2.0,"C%C4%93u-gi%C4%81ng"
"cdo",-1.0,"%C4%94u-ci%C5%AD"
"ce",-7.0,"Avarhoyn_mott"
"ce",-5.0,"%D0%9D%D0%BE%D1%85%D1%87%D0%B8%D0%B9%D0%BD_%D0%9F%D0%B0%D1%87%D1%85%D1%8C%D0%B0%D0%BB%D0%BA%D1%85_%D0%9D%D0%BE%D1%85%D1%87%D0%B8%D0%B9%D1%87%D0%BE%D1%8C"
"ce",-4.0,"%D0%9A%D0%BE%D1%8C%D1%80%D1%82%D0%B0_%D0%B0%D0%B3l%D0%BE"
"ce",-3.0,"%D0%9C%D0%B5%D0%B4%D0%BD%D1%8B%D0%B9_%D0%B2%D1%81%D0%B0%D0%B4%D0%BD%D0%B8%D0%BA"
"ce",-2.0,"%D0%9C%D0%BE%D0%B3l%D0%B0%D0%BC_%D0%BC%D0%B5%D1%82%D1%82%D0%B0%D0%BD%D0%B8%D0%B9%D0%BD"
"ce",-1.0,"%C3%93rsiyn_mott"
"ceb",-14.0,"ceb"
"ceb",-6.0,"Unang_Panid"
"ceb",-3.0,"Conflans-en-Jarnisy"
"ceb",-2.0,"2003"
"ceb",-1.0,"%C3%89lencourt"
"ch",-4.0,"Fanhaluman"
"ch",-2.0,"Chapan"
"ch",-1.0,"*lobo"
"cho",-1.0,"Chahta_Anumpa"
"chr",-6.0,"%E1%8E%A4%E1%8E%B5%E1%8E%AE%E1%8E%B5%E1%8F%8D%E1%8F%97"
"chr",-5.0,"%E1%8E%A0%E1%8F%82%E1%8E%AA%E1%8E%A2_%E1%8E%A2%E1%8F%97%E1%8E%A6%E1%8E%B8%E1%8E%B3%E1%8F%97"
"chr",-4.0,"%E1%8F%B3%E1%8F%AA%E1%8F%84"
"chr",-3.0,"%E1%8E%B9%E1%8F%8F"
"chr",-2.0,"%25E1%258E%25A4%25E1%258E%25B5%25E1%258E%25AE%25E1%258E%25B5%25E1%258F%258D%25E1%258F%2597"
"chr",-1.0,"%C3%A1%C3%AF%C2%BF%C2%BD%C2%A1%C3%A1%C2%8F%C3%AF%C2%BF%C2%BD_%C3%A1%C3%AF%C2%BF%C2%BD%C2%A6%C3%A1%C2%8F%C3%AF%C2%BF%C2%BD%C3%A1%C3%AF%C2%BF%C2%BD%C2%AF"
"chy",-5.0,"Main_Page"
"chy",-3.0,"Mahpe"
"chy",-1.0,"California"
"ckb",-18.0,"%D8%AF%DB%95%D8%B3%D8%AA%D9%BE%DB%8E%DA%A9"
"ckb",-11.0,"ckb"
"ckb",-7.0,"%DA%A9%D8%B1%D9%85%D8%A7%D8%B4%D8%A7%D9%86"
"ckb",-6.0,"%D8%A6%DB%8E%D9%88%D8%A7%D8%B1%DB%95%DB%8C_%D9%BE%DB%95%D8%B1%D9%88%D8%A7%D9%86%DB%95"
"ckb",-4.0,"%D8%B3%DB%95%D8%AD%DB%8C%D8%AD%DB%8C_%D8%A8%D9%88%D8%AE%D8%A7%D8%B1%DB%8C"
"ckb",-3.0,"%D8%B3%D8%B1%D9%88%D9%88%D8%AF%DB%8C_%D9%86%DB%8C%D8%B4%D8%AA%DB%8C%D9%85%D8%A7%D9%86%DB%8C_%DA%A9%D9%88%D8%B1%D8%AF%D8%B3%D8%AA%D8%A7%D9%86"
"ckb",-2.0,"%D8%A6%DB%8C%DA%A4%D8%A7%D9%86%DB%8C%D8%B3%DB%8C%D9%86%D8%B3"
"ckb",-1.0,"%252525252525252525252525252525252525252525252525252525D9%25252525252525252525252525252525252525252525252525252586%252525252525252525252525252525252525252525252525252525DB%25252525252525252525252525252525252525252525252525252595%252525252525252525252525252525252525252525252525252525D9%25252525252525252525252525252525252525252525252525252588%252525252525252525252525252525252525252525252525252525D8%252525252525252525252525252525252525252525252525252525B1%252525252525252525252525252525252525252525252525252525DB%25252525252525252525252525252525252525252525252525252586%252525252525252525252525252525252525252525252525252525D8%252525252525252525252525252525252525252525252525252525B2"
"co",-8.0,"Pagina_maestra"
"co",-6.0,"co"
"co",-3.0,"Aprile"
"co",-2.0,"10_di_decembre"
"co",-1.0,"%C3%A0"
"commons",-860.0,"Main_Page"
"commons",-270.0,"api.php"
"commons",-152.0,"admin/sqlpatch.php/password_forgotten.php"
"commons",-86.0,"Penis"
"commons",-70.0,"null"
"commons",-57.0,"Portada"
"commons",-55.0,"Pagina_principale"
"commons",-46.0,"P%C3%A1gina_principal"
"commons",-45.0,"%C3%89douard-Henri_Avril"
"commons",-44.0,"Crystal_Clear"
"commons",-39.0,"James_II_of_England"
"commons",-34.0,"Apple_Inc."
"commons",-30.0,"Ferdinand_Hodler"
"commons",-24.0,"Accueil"
"commons",-23.0,"Charles_I_of_England"
"commons",-21.0,"%D0%97%D0%B0%D0%B3%D0%BB%D0%B0%D0%B2%D0%BD%D0%B0%D1%8F_%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0"
"commons",-20.0,"%C3%89douard_Henri_Avril"
"commons",-17.0,"%D8%A7%D9%84%D8%B5%D9%81%D8%AD%D8%A9_%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3%D9%8A%D8%A9"
"commons",-16.0,"Maps_of_Australia"
"commons",-15.0,"Festival_Delcourt_2007"
"commons",-14.0,"%E3%83%A1%E3%82%A4%E3%83%B3%E3%83%9A%E3%83%BC%E3%82%B8"
"commons",-13.0,"Henrietta_Maria_of_France"
"commons",-12.0,"File%3ACrystal_Cathedral_on_edge.jpg"
"commons",-11.0,"Santa_Maria_sopra_Minerva"
"commons",-10.0,"%CE%9A%CF%8D%CF%81%CE%B9%CE%B1_%CE%A3%CE%B5%CE%BB%CE%AF%CE%B4%CE%B1"
"commons",-9.0,"%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8"
"commons",-8.0,"%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%AB%E0%B8%A5%E0%B8%B1%E0%B8%81"
"commons",-7.0,"%D0%9D%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0_%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0"
"commons",-6.0,"%D0%93%D0%BB%D0%B0%D0%B2%D0%BD%D0%B0_%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B0"
"commons",-5.0,"%C4%88efpa%C4%9Do"
"commons",-4.0,"%C3%89douard_Manet"
"commons",-3.0,"%C3%89glise_Saint-Gervais-Saint-Protais"
"commons",-2.0,"%D0%A1%D0%B5%D0%BA%D1%81"
"commons",-1.0,"%23Symboler_.28Insignia_.2F_Emblem.C3.A8s_.2F_Insignien.29"
"cr",-4.0,"Main_Page"
"cr",-2.0,"%E1%90%83%E1%94%A8%E1%94%AB_%E1%90%8A%E1%94%A8%E1%92%A7%E1%90%8E%E1%93%90"
"cr",-1.0,"%C3%82piht%C3%A2kosis%C3%A2nak"
"crh",-9.0,"crh"
"crh",-8.0,"Ba%C5%9F_Saife"
"crh",-2.0,"%C4%B0ngliz_tili"
"crh",-1.0,"%C3%87aban%C4%B1"
"cs",-3357.0,"cs"
"cs",-1954.0,"Hlavn%C3%AD_strana"
"cs",-320.0,"Karel_Gott"
"cs",-191.0,"Michal_David"
"cs",-117.0,"Vlasta_Burian"
"cs",-106.0,"Helena_Vondr%C3%A1%C4%8Dkov%C3%A1"
"cs",-99.0,"Yo_Yo_Band"
"cs",-87.0,"2012"
"cs",-86.0,"PF"
"cs",-82.0,"Petr_Muk"
"cs",-81.0,"Capoeira"
"cs",-78.0,"Fenom%C3%A9n_roku_2012"
"cs",-73.0,"Radim_Uzel"
"cs",-66.0,"%C5%A0em%C3%ADk"
"cs",-65.0,"Nov%C3%BD_rok"
"cs",-61.0,"Ji%C5%99%C3%AD_Krampol"
"cs",-58.0,"Leonardo_DiCaprio"
"cs",-57.0,"Zden%C4%9Bk_Izer"
"cs",-52.0,"%C4%8Casov%C3%A9_p%C3%A1smo"
"cs",-43.0,"%C4%8Cesk%C3%A1_hymna"
"cs",-41.0,"Bo%C5%BEena_N%C4%9Bmcov%C3%A1"
"cs",-40.0,"Horym%C3%ADr_(vladyka)"
"cs",-39.0,"Hana_Zagorov%C3%A1"
"cs",-36.0,"Moravanka_Jana_Slab%C3%A1ka"
"cs",-35.0,"Ivan_Vysko%C4%8Dil"
"cs",-34.0,"Libor_Vojk%C5%AFvka"
"cs",-33.0,"Marie_Rottrov%C3%A1"
"cs",-32.0,"%C4%8Cesko"
"cs",-31.0,"Wiki"
"cs",-29.0,"%C4%8Cesk%C3%BD_slav%C3%ADk"
"cs",-28.0,"Jan_Cimick%C3%BD"
"cs",-27.0,"Prima_TV"
"cs",-26.0,"2011"
"cs",-25.0,"Baron_Pr%C3%A1%C5%A1il_(film,_1940)"
"cs",-24.0,"%E6%9D%BE%E5%B0%BE%E6%97%A9%E4%BA%BA"
"cs",-23.0,"Mayov%C3%A9"
"cs",-22.0,"30._%C3%BAnor"
"cs",-21.0,"Ji%C5%99%C3%AD_Such%C3%BD"
"cs",-20.0,"Madonna"
"cs",-19.0,"1._leden"
"cs",-18.0,"Franti%C5%A1ek_Ringo_%C4%8Cech"
"cs",-17.0,"%C4%8Ceskoslovensko"
"cs",-16.0,"Kim_%C4%8Cong-il"
"cs",-15.0,"%C4%8C%C3%ADnsk%C3%BD_nov%C3%BD_rok"
"cs",-14.0,"%E5%B0%8F%E6%9C%A8%E6%9B%BE%E9%9B%AA%E8%8F%9C"
"cs",-13.0,"8._stolet%C3%AD_p%C5%99._n._l."
"cs",-12.0,"%C5%A0ampa%C5%88sk%C3%A9_v%C3%ADno"
"cs",-11.0,"6._stolet%C3%AD_p%C5%99._n._l."
"cs",-10.0,"Amerika_(v%C3%A1pencov%C3%A9_lomy)"
"cs",-9.0,"%C4%8Cen%C4%9Bk_%C5%A0l%C3%A9gl"
"cs",-8.0,"%C3%9Anor"
"cs",-7.0,"%C4%8CSFR"
"cs",-6.0,"%C4%8Cesk%C3%A1_soda"
"cs",-5.0,"%C4%8C%C3%ADnsk%C3%BD_zv%C4%9Brokruh"
"cs",-4.0,"%C3%90"
"cs",-3.0,"%2B"
"cs",-2.0,"%2077%20%EF%BD%9E%20And%2Ctwo%20stars%20meet%20again%20%EF%BD%9E%20Original%20Sound%20Tracks%20WISH%20THE%20STAR%20DISC1"
"cs",-1.0,"%201._leden"
"csb",-7.0,"Prz%C3%A9dn%C3%B4_starna"
"csb",-4.0,"G%C3%B2dnik"
"csb",-3.0,".lt"
"csb",-2.0,"10_g%C3%B2dnika"
"csb",-1.0,"%C3%92jcze_Nasz"
"cu",-14.0,"%D0%93%D0%BB%D0%B0%D0%B2%D1%8C%D0%BD%D0%B0_%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0"
"cu",-4.0,"cu"
"cu",-2.0,"%D1%A8%EA%99%81%EA%99%91%D0%BA%D0%BE%EA%99%81%D0%BD%D0%B0%D0%BD%D0%B8%D1%A5"
"cu",-1.0,"%D0%87%D0%B8%D1%81%D1%8A_%D0%A5%D1%80%D1%97%D1%81%D1%82%D1%8A"
"cv",-20.0,"cv"
"cv",-8.0,"%D0%A2%C4%95%D0%BF_%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0"
"cv",-3.0,"%D0%A0%D0%B0%D1%88%D1%82%D0%B0%D0%B2,_10"
"cv",-2.0,"%C3%87%C4%95%D0%BD%C4%95_%C3%87%D1%83%D0%BB_(%D1%83%D1%8F%D0%B2)"
"cv",-1.0,"%C3%87%C4%95%D0%BD%C4%95_%D0%99%D0%BE%D1%80%D0%BA"
"cy",-42.0,"cy"
"cy",-20.0,"Hafan"
"cy",-9.0,"Dinas_Basing"
"cy",-8.0,"Kim_Jong-il"
"cy",-7.0,"Cyfieithiadau_i&"
"cy",-6.0,"Gawd"
"cy",-4.0,"31_Rhagfyr"
"cy",-3.0,"10_Rhagfyr"
"cy",-2.0,".al"
"cy",-1.0,"%E8%AA%9E%E7%BE%A9"
"cz",-2.0,"1065"
"cz",-1.0,"%C4%8Cesk%C3%A9_vysok%C3%A9_u%C4%8Den%C3%AD_technick%C3%A9_v_Praze"
"da",-7600.0,"da"
"da",-878.0,"Steffen_Brandt"
"da",-602.0,"Tina_Dickow"
"da",-579.0,"Kathrine_Lille%C3%B8r"
"da",-353.0,"Forside"
"da",-259.0,"Four_Jacks"
"da",-181.0,"Tv%C2%B72"
"da",-165.0,"90-%C3%A5rs-f%C3%B8dselsdagen"
"da",-152.0,"Kylie_Minogue"
"da",-132.0,"Kasper_Winding"
"da",-130.0,"Lady_Gaga"
"da",-117.0,"Der_er_et_yndigt_land"
"da",-115.0,"Kira_Skov"
"da",-93.0,"Nationalsang"
"da",-65.0,"Margrethe_2."
"da",-55.0,"Camille_Jones"
"da",-50.0,"Nyt%C3%A5rsaften"
"da",-48.0,"Peter_Sellers"
"da",-47.0,"Nyt%C3%A5r"
"da",-46.0,"Han,_hun,_Dirch_og_Dario"
"da",-45.0,"Bent_Werther"
"da",-44.0,"Lystrup_Kirke"
"da",-39.0,"Afrika_(sang)"
"da",-35.0,"Mezzosopran"
"da",-34.0,"2012"
"da",-33.0,"Champagne"
"da",-32.0,"Thomas_Becket"
"da",-31.0,"Gnags"
"da",-28.0,"Thylejren"
"da",-27.0,"USA"
"da",-26.0,"Andrea_Bocelli"
"da",-25.0,"Blue_Boys"
"da",-24.0,"ABBA"
"da",-22.0,"Danmark"
"da",-21.0,"Rasmus_N%C3%B8hr"
"da",-20.0,"D-A-D"
"da",-19.0,"Bautasten"
"da",-18.0,"Clara_Sofie"
"da",-17.0,"Madonna"
"da",-16.0,"Ebbe_Langberg"
"da",-15.0,"Casper_Christensen"
"da",-14.0,"%C3%98"
"da",-13.0,"1994"
"da",-12.0,"Aalborg"
"da",-11.0,"Alberte_Winding"
"da",-10.0,"1912"
"da",-9.0,"1._Januar"
"da",-8.0,"1904"
"da",-7.0,"%C3%85byh%C3%B8j"
"da",-6.0,"%C3%85r"
"da",-5.0,"%C3%85rhus"
"da",-4.0,"%C3%85land"
"da",-3.0,"%C3%85ngermanland"
"da",-2.0,"%C2%BBuanset"
